4.715375	62.966617
5.229031	69.919048
4.447803	58.050092
5.3866	74.514884
5.91294	97.823278
4.16527	62.630669
5.89065	97.922306
5.991198	83.256168
2.976068	42.593186
3.164529	46.957001
4.212114	65.362889
3.80485	52.4312
5.804711	92.499198
2.911965	52.105916
4.391857	69.992902
4.570032	63.826626
6.691964	102.067904
3.790479	57.15374
4.150943	65.950883
3.598661	67.019989
5.693013	83.121502
3.792072	50.652259
4.806826	72.754732
3.246971	49.530553
4.000963	68.737276
3.987569	59.613607
5.978299	102.020135
4.480941	71.979623
3.582603	51.358056
3.89639	61.532464
8.727465	146.490874
2.804616	50.908024
4.596266	70.920999
4.959983	67.040573
6.285137	93.099191
2.932757	50.534859
5.485478	78.648724
3.996315	55.586279
4.448185	60.499376
4.793704	81.878668
4.137449	52.005441
3.272888	48.386333
6.044406	89.111003
3.911129	55.461948
3.099364	46.591782
2.757294	32.031697
3.979342	69.890046
3.352595	41.83706
6.352997	103.414806
3.774341	51.545158
4.740822	80.850537
3.622957	53.557348
5.728558	83.709734
5.434296	77.795425
5.76101	91.408159
5.349371	74.91436
6.280646	100.993889
4.946897	84.204139
5.317737	82.262078
4.198984	67.517734
4.181389	74.32047
4.530909	69.218831
5.073761	85.367031
3.289543	52.284894
5.7422	88.7967
5.405341	85.227068
8.522029	143.405988
5.466247	88.646094
4.838878	73.450913
3.052729	59.677382
4.000889	70.292075
3.859635	72.12987
6.320972	99.32113
4.638798	62.525857
5.611562	80.779869
4.618861	67.961728
6.60034	98.573584
5.705689	83.587707
5.468233	87.245773
5.806551	81.651656
6.068431	93.909723
5.634657	88.589938
3.440098	62.011389
5.340032	81.691397
6.051999	97.293907
3.300218	53.269969
5.646748	84.038524
3.086498	38.145114
4.565797	70.907844
3.802864	61.143447
5.031435	86.571106
3.989667	63.765327
5.448834	82.662324
2.866543	53.895129
4.702494	79.19061
4.289797	68.860845
5.853945	87.732885
3.220906	52.199859
3.950074	59.182538
4.165279	60.699115
10.878354	177.797318
2.4811	53.850194
7.871369	131.477981
4.147079	78.045416
5.819603	93.705046
2.761493	48.519902
4.032843	75.187495
3.358383	51.583341
4.683135	67.293987
5.600925	85.885845
5.473952	81.157557
6.617948	104.249976
5.445522	81.410291
5.887782	99.037502
6.011291	95.66183
5.528132	94.485991
5.065563	78.027574
5.629303	79.293459
5.359748	78.855842
3.355728	50.892962
4.896205	72.663908
4.201185	67.54007
5.384669	83.163493
6.389302	102.668468
5.095462	94.835956
4.18658	54.126143
4.556591	59.282997
6.06415	100.549382
5.085055	81.946433
4.207904	56.874093
6.837545	111.486881
4.589866	67.872173
5.047799	84.992019
5.126244	77.502215
3.76668	54.462754
2.605326	37.158822
5.201176	88.01483
4.369618	61.567088
3.906102	69.803944
3.65559	53.452986
4.626226	74.132506
4.488217	69.288652
6.105767	98.494974
4.293597	76.825177
6.920359	103.240935
3.272052	58.447658
7.247172	108.72389
4.617758	67.831879
5.63927	95.052983
6.267702	98.229249
4.69816	69.971238
3.876363	57.563936
6.881988	110.190793
5.543449	86.450078
5.000731	83.802726
5.498073	86.710928
4.411945	71.197914
7.599168	121.428266
4.807398	76.074962
3.200916	44.461813
8.02224	125.324599
4.788291	71.65106
6.326721	94.971124
4.841838	66.068693
5.091426	72.528772
2.521219	45.611451
4.373932	64.895714
4.033668	60.365787
5.836973	89.327869
1.974507	35.815265
4.928946	82.983273
3.343622	54.935327
3.888743	58.194973
2.785157	47.173067
4.453106	72.334598
5.408621	79.781104
6.70365	101.358492
7.813034	112.46755
7.172295	105.196999
4.592548	64.840495
4.428164	70.991176
3.027236	44.129115
5.342612	74.664464
3.972808	59.457197
6.949533	106.552375
3.202538	40.294463
3.065904	46.481931
2.219249	39.580496
4.609218	61.662364
5.053069	71.138215
5.351049	83.696091
4.125441	62.120563
